city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Sao Paulo,106.0,5,4,1,25,acept,not furnished,911.51,5021.39,59.39,56.42,6048.71
Rio de Janeiro,102.9,3,2,1,12,not acept,furnished,861.6,4494.4,56.64,24.63,5437.27
Sao Paulo,71.9,2,1,2,1,acept,not furnished,477.44,3452.95,119.56,45.42,4095.37
Belo Horizonte,57.4,3,2,2,26,acept,not furnished,119.8,1333.54,64.99,10.99,1529.32
Sao Paulo,102.6,2,2,1,23,not acept,not furnished,349.86,3859.15,51.62,27.44,4288.07
Salvador,58.7,3,4,1,17,not acept,furnished,287.89,1942.94,69.13,26.26,2326.22
Sao Paulo,129.7,3,3,2,11,acept,not furnished,432.92,4592.89,68.03,53.02,5146.86
Belo Horizonte,107.5,4,5,2,28,acept,furnished,378.12,3652.02,120.79,51.08,4202.01
Fortaleza,55.1,3,2,0,7,not acept,furnished,387.1,2228.26,61.77,19.85,2696.98
Curitiba,90.8,2,2,2,8,acept,not furnished,315.32,2957.32,33.69,43.76,3350.09
Belo Horizonte,105.3,3,3,1,26,not acept,not furnished,385.74,3054.72,74.17,44.45,3559.08
Rio de Janeiro,26.1,2,2,2,18,not acept,furnished,238.87,1916.14,79.38,20.5,2254.89
Rio de Janeiro,80.9,2,3,1,29,acept,not furnished,285.31,2148.13,38.32,26.37,2498.13
Curitiba,28.6,2,1,2,19,not acept,furnished,112.02,858.86,26.38,7.49,1004.75
Recife,79.3,1,1,1,0,acept,furnished,341.63,2395.23,48.45,13.37,2798.68
Curitiba,44.0,5,4,0,3,acept,not furnished,356.4,2480.34,116.62,20.59,2973.95
Belo Horizonte,18.0,3,4,0,7,acept,not furnished,132.21,1236.58,58.23,9.36,1436.38
Porto Alegre,40.4,3,3,1,26,not acept,furnished,173.75,1773.93,69.29,11.25,2028.22
Rio de Janeiro,70.9,2,3,1,25,not acept,not furnished,148.53,1451.84,54.62,14.3,1669.29
Sao Paulo,67.3,3,2,1,24,not acept,not furnished,147.84,1414.49,45.37,20.28,1627.98
Belo Horizonte,108.4,3,4,2,16,not acept,furnished,688.48,3856.58,159.65,53.37,4758.08
Recife,41.1,2,3,2,2,not acept,furnished,253.88,1324.93,65.37,10.36,1654.54
Sao Paulo,61.1,5,6,2,2,acept,furnished,280.83,1664.91,80.7,24.97,2051.41
Curitiba,55.4,3,2,3,1,acept,furnished,226.47,2664.61,112.84,37.58,3041.5
Sao Paulo,18.0,3,3,1,26,not acept,furnished,288.1,1896.24,29.29,11.26,2224.89
Belo Horizonte,55.6,1,1,2,2,acept,furnished,230.75,1328.53,59.06,9.86,1628.2
Sao Paulo,84.5,2,3,2,24,not acept,not furnished,438.43,3074.9,103.57,25.49,3642.39
Rio de Janeiro,155.6,4,4,1,25,acept,not furnished,374.83,4183.33,131.08,30.26,4719.5
Porto Alegre,69.9,3,3,1,1,acept,furnished,480.48,3397.0,108.02,21.78,4007.28
Rio de Janeiro,58.6,3,2,1,27,acept,furnished,69.19,442.14,8.92,3.99,524.24
Curitiba,134.3,4,3,3,27,not acept,not furnished,677.8,,83.48,49.84,5380.11
Porto Alegre,45.6,3,3,1,18,acept,not furnished,153.28,920.08,25.71,11.63,1110.7
Fortaleza,41.3,3,4,1,14,acept,not furnished,170.83,1524.41,53.85,21.3,1770.39
Sao Paulo,161.3,2,1,1,19,not acept,not furnished,885.66,5410.03,195.0,47.31,6538.0
Rio de Janeiro,34.1,3,3,1,11,not acept,not furnished,170.5,1421.28,43.95,16.09,1651.82
Sao Paulo,152.8,2,2,2,17,not acept,not furnished,826.16,4990.08,213.79,48.69,6078.72
Recife,72.6,2,3,2,29,acept,not furnished,261.79,1888.65,88.58,22.61,2261.63
Fortaleza,42.1,5,5,1,1,not acept,not furnished,234.27,1346.8,25.05,16.59,1622.71
Belo Horizonte,18.0,1,1,1,5,acept,furnished,65.49,466.76,18.44,2.42,553.11
Salvador,60.0,1,1,0,15,acept,not furnished,271.75,,45.8,28.32,2718.8
Belo Horizonte,27.2,1,2,1,6,acept,furnished,393.21,1978.19,86.66,10.87,2468.93
Curitiba,105.4,2,3,0,30,not acept,furnished,413.07,3787.7,114.75,27.52,4343.04
Sao Paulo,116.5,2,3,2,21,acept,furnished,824.68,6426.98,159.93,50.81,7462.4
Porto Alegre,47.6,1,1,0,12,not acept,not furnished,322.45,1863.62,75.65,20.56,2282.28
Sao Paulo,81.8,3,2,0,27,not acept,not furnished,468.35,3294.97,42.63,25.23,3831.18
Salvador,61.0,3,2,0,2,acept,not furnished,249.5,1540.42,50.48,15.06,1855.46
Porto Alegre,47.0,3,3,1,7,not acept,furnished,63.83,460.68,14.67,5.06,544.24
Curitiba,78.7,5,6,1,29,not acept,furnished,482.19,29335.605342035444,140.66,46.07,3815.15
Sao Paulo,126.2,3,4,2,16,not acept,not furnished,768.51,5432.3,123.46,62.28,6386.55
Rio de Janeiro,60.5,1,2,1,28,not acept,not furnished,438.39,2202.95,48.83,26.76,2716.93
Sao Paulo,177.9,1,1,2,30,not acept,furnished,779.91,77896.21897495148,102.34,62.88,8380.02
Rio de Janeiro,98.9,3,4,2,9,not acept,furnished,780.7,4175.19,132.48,38.94,5127.31
Sao Paulo,167.2,3,3,2,16,not acept,not furnished,634.77,4676.32,51.26,29.71,5392.06
Fortaleza,64.0,2,2,0,25,acept,furnished,209.17,2519.5,119.64,21.2,2869.51
Belo Horizonte,88.9,2,1,1,6,acept,not furnished,534.43,2707.94,52.75,15.61,3310.73
Rio de Janeiro,135.4,3,2,0,12,acept,not furnished,729.95,3959.88,110.03,34.51,4834.37
Rio de Janeiro,136.2,3,2,1,2,acept,not furnished,431.42,4856.72,78.65,60.0,5426.79
Rio de Janeiro,111.3,3,4,1,19,acept,not furnished,524.61,4162.82,97.57,49.9,4834.9
Belo Horizonte,30.9,2,3,1,0,not acept,furnished,285.5,1554.86,72.31,16.62,1929.29
Belo Horizonte,24.8,3,4,1,12,acept,not furnished,286.01,2031.35,99.94,19.89,2437.19
Fortaleza,18.0,3,3,2,28,acept,not furnished,420.34,2202.23,47.13,29.17,2698.87
Rio de Janeiro,237.8,4,4,2,27,acept,not furnished,1102.08,7272.23,310.34,108.06,8792.71
Recife,43.4,3,4,1,24,acept,furnished,325.45,1836.99,30.29,27.42,2220.15
Salvador,46.1,3,3,0,2,acept,not furnished,271.69,2027.23,31.44,10.5,2340.86
Sao Paulo,115.6,3,3,1,15,not acept,not furnished,377.87,4146.71,64.22,25.25,4614.05
Fortaleza,47.5,3,2,1,21,acept,furnished,200.23,1867.13,89.06,16.06,2172.48
Sao Paulo,41.8,2,3,0,1,acept,not furnished,138.22,1435.65,54.56,16.28,1644.71
Salvador,57.5,4,4,1,2,not acept,furnished,365.51,2074.13,68.75,23.42,2531.81
Rio de Janeiro,104.9,3,3,3,0,acept,not furnished,548.91,2876.25,50.63,39.29,3515.08
Fortaleza,43.2,3,4,2,8,not acept,furnished,174.92,1624.45,50.68,16.83,1866.88
Salvador,77.6,5,6,2,26,not acept,not furnished,328.89,2772.97,137.99,20.7,3260.55
Salvador,54.1,5,4,2,14,acept,furnished,361.45,13063.930686782482,92.16,13.88,2609.17
Porto Alegre,82.0,3,2,2,26,acept,furnished,431.75,3270.65,161.78,32.55,3896.73
Rio de Janeiro,144.4,1,2,1,0,not acept,furnished,1002.9,5658.88,59.34,83.71,6804.83
Sao Paulo,78.0,2,2,1,0,not acept,not furnished,266.33,2252.97,72.62,24.71,2616.63
Rio de Janeiro,90.8,4,3,1,24,acept,not furnished,393.09,2743.0,59.4,16.12,3211.61
Sao Paulo,18.0,2,3,2,14,acept,furnished,82.11,455.98,10.6,2.49,551.18
Curitiba,31.3,5,4,2,13,not acept,not furnished,224.51,1840.39,22.6,22.05,2109.55
Rio de Janeiro,56.2,1,1,0,13,not acept,not furnished,371.99,2370.14,87.51,28.51,2858.15
Recife,20.2,3,3,3,10,acept,furnished,292.88,1858.98,82.09,20.42,2254.37
Curitiba,102.1,3,4,1,27,not acept,not furnished,319.79,2616.27,51.8,31.59,3019.45
Salvador,73.6,2,1,1,15,acept,furnished,366.25,16917.013439882998,66.89,16.47,2613.79
Sao Paulo,189.6,4,4,1,30,not acept,not furnished,827.59,5770.21,69.73,55.57,6723.1
Salvador,81.5,3,3,0,25,not acept,not furnished,484.5,3202.6,67.97,33.64,3788.71
Fortaleza,47.0,2,1,2,22,not acept,furnished,167.41,1319.56,24.93,7.83,1519.73
Rio de Janeiro,137.3,2,3,1,18,not acept,not furnished,387.0,4262.4,208.98,60.97,4919.35
Belo Horizonte,108.8,3,2,1,25,not acept,not furnished,622.5,3800.35,114.13,45.24,4582.22
Porto Alegre,47.9,2,1,1,27,acept,not furnished,286.22,2362.23,44.07,32.37,2724.89
Sao Paulo,211.7,4,3,2,2,acept,not furnished,1169.6,7643.58,116.87,47.82,8977.87
Belo Horizonte,45.1,2,1,1,9,acept,not furnished,344.37,1822.61,74.81,17.52,2259.31
Rio de Janeiro,49.2,2,1,0,24,not acept,not furnished,402.32,2232.66,26.37,29.78,2691.13
Sao Paulo,54.3,1,1,2,5,acept,not furnished,444.35,2857.33,44.29,34.72,3380.69
Rio de Janeiro,96.8,1,2,1,17,acept,not furnished,216.95,2022.02,24.36,21.8,2285.13
Sao Paulo,164.9,2,3,0,23,not acept,not furnished,727.43,5124.18,126.43,26.26,6004.3
Sao Paulo,205.8,5,5,1,5,not acept,not furnished,739.77,5918.98,282.59,61.93,7003.27
Sao Paulo,18.0,1,2,1,11,not acept,not furnished,92.28,611.44,11.87,5.11,720.7
Recife,22.6,2,3,2,28,not acept,furnished,223.2,1330.47,33.26,7.2,1594.13
Belo Horizonte,43.3,2,1,1,9,not acept,not furnished,305.8,1829.49,72.01,14.24,2221.54
Recife,53.8,3,4,1,17,acept,furnished,182.83,2105.5,38.23,26.98,2353.54
Rio de Janeiro,18.0,3,2,0,12,not acept,not furnished,263.9,2115.75,45.41,31.34,2456.4
Rio de Janeiro,37.9,3,4,2,26,not acept,not furnished,216.93,1710.7,43.58,15.59,1986.8
Belo Horizonte,31.1,1,1,1,11,acept,not furnished,192.4,1877.63,90.45,11.2,2171.68
Rio de Janeiro,47.8,3,4,2,9,not acept,not furnished,340.99,2463.79,78.28,34.89,2917.95
Sao Paulo,80.6,3,3,2,3,not acept,not furnished,405.56,3573.53,98.31,20.3,4097.7
Curitiba,18.0,3,2,1,9,not acept,furnished,199.28,1637.67,42.68,13.44,1893.07
Sao Paulo,83.3,2,1,2,19,not acept,not furnished,524.01,3523.7,90.12,23.39,4161.22
Belo Horizonte,91.4,3,2,1,3,acept,not furnished,529.84,2916.11,135.22,21.93,3603.1
Curitiba,47.8,2,1,1,21,not acept,furnished,309.53,2355.62,96.82,27.16,2789.13
Sao Paulo,142.0,2,2,2,0,acept,not furnished,649.48,65433.62021422611,78.51,24.38,5237.31
Sao Paulo,148.0,2,3,2,9,acept,not furnished,711.68,4056.84,92.33,35.76,4896.61
Porto Alegre,86.6,2,1,2,13,not acept,not furnished,314.53,2390.69,104.99,12.07,2822.28
Rio de Janeiro,110.7,2,1,1,0,not acept,not furnished,429.61,3400.35,136.06,31.1,3997.12
Sao Paulo,58.4,3,2,1,20,not acept,furnished,443.48,2773.29,39.23,26.71,3282.71
Recife,62.6,4,4,2,1,not acept,furnished,251.38,2234.38,58.81,29.77,2574.34
Sao Paulo,156.7,3,3,1,0,acept,not furnished,393.21,4713.7,139.66,47.45,5294.02
Curitiba,18.0,2,2,1,9,acept,furnished,96.13,1000.05,44.3,6.58,1147.06
Recife,38.8,3,4,0,22,not acept,not furnished,210.89,1865.29,82.28,20.55,2179.01
Sao Paulo,292.6,3,4,2,29,not acept,furnished,2051.03,11580.07,185.75,86.97,13903.82
Sao Paulo,94.2,2,1,3,23,not acept,not furnished,385.15,3659.0,122.31,36.98,4203.44
Sao Paulo,84.5,3,3,1,13,not acept,furnished,534.78,3461.78,165.22,26.61,4188.39
Rio de Janeiro,87.1,3,4,1,6,not acept,not furnished,394.45,3367.97,44.02,25.16,3831.6
Sao Paulo,121.4,2,3,2,7,acept,furnished,329.83,3788.62,92.22,48.92,4259.59
Curitiba,110.3,2,2,2,7,acept,not furnished,662.68,3684.5,86.56,37.12,4470.86
Sao Paulo,50.4,1,2,3,6,not acept,furnished,285.75,1488.12,25.09,19.0,1817.96
Belo Horizonte,127.4,5,5,1,0,not acept,not furnished,349.72,3498.85,171.97,32.63,4053.17
Recife,92.1,1,1,1,5,not acept,furnished,342.9,2429.01,93.07,19.48,2884.46
Salvador,65.1,2,2,1,1,not acept,furnished,260.73,2276.25,85.04,23.5,2645.52
Belo Horizonte,48.3,3,2,1,0,not acept,furnished,230.41,1578.28,18.88,20.98,1848.55
Rio de Janeiro,136.6,4,5,2,7,acept,not furnished,853.39,5194.3,131.76,31.52,6210.97
Curitiba,43.1,2,1,1,9,acept,not furnished,285.04,1438.56,50.17,21.17,1794.94
Belo Horizonte,67.2,3,3,2,28,acept,furnished,254.55,2089.88,61.56,21.18,2427.17
Rio de Janeiro,106.4,3,4,1,30,acept,not furnished,278.56,2520.11,98.27,24.29,2921.23
Sao Paulo,67.3,3,4,1,16,acept,not furnished,236.87,1478.58,63.72,21.73,1800.9
Fortaleza,18.0,4,3,1,27,acept,not furnished,192.87,1064.61,43.07,9.08,1309.63
Rio de Janeiro,96.5,1,1,1,18,acept,not furnished,296.45,3556.81,169.84,32.31,4055.41
Sao Paulo,18.0,4,5,2,14,acept,not furnished,153.59,1802.7,57.94,11.44,2025.67
Rio de Janeiro,110.6,4,3,1,0,acept,not furnished,477.33,3187.46,140.65,44.2,3849.64
Rio de Janeiro,117.6,4,3,2,0,acept,not furnished,390.02,4077.43,201.16,60.36,4728.97
Salvador,61.1,3,3,1,0,not acept,furnished,373.95,2404.89,73.18,15.81,2867.83
Porto Alegre,18.0,4,5,0,2,not acept,not furnished,116.07,784.73,8.3,11.37,920.47
Porto Alegre,49.0,2,2,1,0,not acept,not furnished,321.92,1827.31,42.14,9.29,2200.66
Sao Paulo,167.5,2,2,2,4,acept,not furnished,936.63,5331.77,167.98,65.95,6502.33
Rio de Janeiro,111.8,2,3,2,14,not acept,not furnished,738.95,4107.7,152.88,47.19,5046.72
Rio de Janeiro,40.5,1,2,2,14,not acept,not furnished,216.9,1129.02,38.03,6.35,1390.3
Sao Paulo,87.8,3,3,1,9,acept,not furnished,715.73,4745.3,170.44,25.65,5657.12
Sao Paulo,51.8,1,2,1,19,not acept,not furnished,223.78,2298.19,89.41,12.82,2624.2
Porto Alegre,43.9,1,1,1,10,acept,furnished,427.24,2251.56,67.24,30.16,2776.2
Sao Paulo,102.4,3,3,2,5,not acept,not furnished,744.72,3731.36,160.9,38.78,4675.76
Belo Horizonte,41.6,4,3,1,20,acept,furnished,191.25,2260.17,82.79,29.03,2563.24
Sao Paulo,54.1,3,3,2,30,not acept,not furnished,403.41,2649.83,108.73,34.85,3196.82
Sao Paulo,139.5,4,5,0,24,acept,not furnished,560.09,4484.12,163.4,53.19,5260.8
Sao Paulo,99.4,3,3,1,11,not acept,not furnished,280.98,2412.89,34.56,34.98,2763.41
Recife,72.7,4,4,2,10,not acept,not furnished,253.9,1473.49,23.87,7.87,1759.13
Salvador,18.0,3,4,1,0,acept,furnished,187.48,1613.87,27.1,12.07,1840.52
Recife,61.8,5,6,1,19,acept,furnished,227.86,2325.99,27.8,22.21,2603.86
Rio de Janeiro,80.1,1,1,2,5,not acept,not furnished,354.8,3251.59,60.96,41.61,3708.96
Sao Paulo,96.6,4,5,0,20,acept,not furnished,540.05,3737.77,121.11,32.12,4431.05
Belo Horizonte,69.1,3,3,1,23,acept,furnished,225.95,2044.73,25.35,18.46,2314.49
Rio de Janeiro,111.5,3,4,2,26,acept,not furnished,423.9,3476.33,74.19,41.29,4015.71
Salvador,39.6,3,4,3,15,acept,not furnished,242.25,1626.1,56.79,13.38,1938.52
Sao Paulo,41.8,4,3,2,25,acept,furnished,334.76,2053.1,36.95,29.97,2454.78
Rio de Janeiro,18.0,4,4,0,21,acept,furnished,41.09,464.75,8.32,3.92,518.08
Sao Paulo,115.6,2,1,2,9,not acept,not furnished,472.57,3652.63,157.36,38.62,4321.18
Rio de Janeiro,86.9,2,1,1,1,acept,furnished,491.07,38436.506207805294,94.72,15.75,3564.47
Porto Alegre,18.0,1,1,2,5,not acept,not furnished,47.74,400.0,9.02,3.4,460.16
Rio de Janeiro,18.0,1,2,1,25,acept,not furnished,116.34,680.75,21.75,3.77,822.61
Rio de Janeiro,108.9,2,2,1,15,acept,furnished,417.07,3444.2,93.42,47.26,4001.95
Rio de Janeiro,107.7,3,2,2,19,acept,furnished,792.64,4632.17,222.51,61.25,5708.57
Rio de Janeiro,76.3,3,2,2,24,acept,furnished,691.9,3553.75,64.16,27.02,4336.83
Porto Alegre,52.5,3,3,1,19,not acept,furnished,248.22,1766.74,64.61,26.43,2106.0
Fortaleza,29.9,3,2,0,26,acept,furnished,96.89,702.43,32.68,7.01,839.01
Recife,57.1,3,4,2,0,not acept,not furnished,196.19,1420.27,55.2,9.85,1681.51
Porto Alegre,47.0,1,2,1,27,acept,furnished,588.92,3031.26,77.27,23.8,3721.25
Rio de Janeiro,49.4,3,3,0,24,not acept,not furnished,230.7,2327.63,92.77,18.9,2670.0
Curitiba,18.0,3,3,1,27,not acept,not furnished,82.27,487.27,9.4,3.19,582.13
Rio de Janeiro,208.2,2,3,1,22,not acept,furnished,1187.49,7295.59,282.19,75.37,8840.64
Sao Paulo,223.8,2,2,0,6,acept,not furnished,1130.4,7251.12,300.63,51.56,8733.71
Salvador,27.9,2,3,3,1,acept,not furnished,209.83,1243.62,31.14,7.28,1491.87
Sao Paulo,147.6,4,5,1,1,not acept,not furnished,574.93,4859.19,156.47,72.8,5663.39
Fortaleza,18.0,3,4,1,14,not acept,furnished,276.6,1445.42,47.09,17.93,1787.04
Rio de Janeiro,229.5,3,4,1,10,not acept,not furnished,1536.37,8131.64,262.18,113.83,10044.02
Curitiba,58.7,2,2,1,19,acept,not furnished,212.54,13003.549191179154,35.56,10.82,2233.18
Curitiba,61.2,2,3,1,14,acept,not furnished,291.56,2057.27,72.53,17.17,2438.53
Fortaleza,69.0,1,2,2,1,not acept,not furnished,294.18,2500.86,65.65,19.02,2879.71
Curitiba,29.3,1,1,0,0,acept,furnished,218.6,1249.93,19.17,17.33,1505.03
Belo Horizonte,76.5,2,1,3,1,not acept,not furnished,316.28,1682.04,20.56,24.15,2043.03
Sao Paulo,171.0,1,1,2,2,acept,not furnished,851.9,57126.57492057143,253.69,54.96,7068.56
Belo Horizonte,18.0,3,2,2,21,not acept,furnished,123.64,1043.62,42.13,10.1,1219.49
Sao Paulo,116.1,2,2,0,7,acept,not furnished,602.6,3827.22,180.86,56.83,4667.51
Porto Alegre,38.4,2,1,1,0,not acept,furnished,176.99,1822.88,53.08,17.21,2070.16
Belo Horizonte,44.3,3,2,0,22,not acept,furnished,262.33,1859.68,64.24,17.96,2204.21
Curitiba,18.0,3,2,2,29,acept,furnished,72.22,422.22,5.29,5.61,505.34
Sao Paulo,100.5,3,3,1,1,not acept,not furnished,297.94,2671.31,58.88,35.13,3063.26
Sao Paulo,70.3,2,3,1,29,not acept,not furnished,296.64,,93.52,14.96,2740.26
Curitiba,98.1,4,3,2,29,acept,not furnished,400.51,2526.54,53.17,30.57,3010.79
Sao Paulo,172.4,4,5,1,15,acept,not furnished,1185.14,6072.64,87.99,69.07,7414.84
Sao Paulo,70.8,2,1,0,7,not acept,not furnished,263.58,2944.13,36.75,37.15,3281.61
Sao Paulo,87.5,1,1,0,2,not acept,not furnished,332.14,3366.09,94.69,35.21,3828.13
Recife,68.4,4,4,2,25,not acept,not furnished,200.11,2098.61,94.42,31.19,2424.33
Porto Alegre,96.7,4,4,1,17,acept,furnished,311.26,2923.33,72.42,33.45,3340.46
Rio de Janeiro,173.8,1,2,1,19,acept,furnished,549.44,6295.63,230.92,55.93,7131.92
Sao Paulo,158.1,1,1,1,26,acept,not furnished,713.46,5779.03,157.39,72.6,6722.48
Rio de Janeiro,163.4,4,5,2,12,not acept,not furnished,565.81,4977.51,206.31,25.6,5775.23
Porto Alegre,83.5,2,2,1,9,acept,not furnished,296.5,2857.15,120.38,23.61,3297.64
Curitiba,18.7,4,3,1,23,acept,furnished,208.91,1883.91,90.17,18.49,2201.48
Sao Paulo,137.2,2,1,2,7,not acept,not furnished,586.11,3727.93,87.67,35.42,4437.13
Sao Paulo,108.3,4,3,1,8,acept,not furnished,527.44,3242.28,93.54,21.59,3884.85
Sao Paulo,146.3,1,1,2,10,acept,furnished,1235.68,6455.43,231.3,47.86,7970.27
Curitiba,45.2,2,3,2,26,not acept,not furnished,380.57,3616.34,108.62,52.29,4157.82
Porto Alegre,18.0,5,5,1,23,not acept,furnished,107.82,1170.47,15.63,16.32,1310.24
Sao Paulo,73.1,2,3,0,7,acept,not furnished,202.31,2324.51,83.34,15.23,2625.39
Sao Paulo,131.4,1,2,1,2,not acept,not furnished,601.51,4322.07,62.24,38.2,5024.02
Sao Paulo,120.2,4,3,2,10,not acept,not furnished,767.54,4872.95,212.6,33.44,5886.53
Recife,31.4,1,1,1,18,not acept,not furnished,89.5,822.91,10.96,10.39,933.76
Sao Paulo,44.7,1,2,1,20,acept,furnished,480.38,3004.53,123.94,22.17,3631.02
Porto Alegre,108.6,2,3,0,4,not acept,furnished,355.46,3468.37,55.64,20.18,3899.65
Curitiba,113.9,3,4,0,5,not acept,not furnished,411.53,39771.25675430125,152.86,52.88,4474.43
Rio de Janeiro,145.7,3,4,1,28,not acept,furnished,707.56,4430.35,48.39,54.74,5241.04
Sao Paulo,97.8,4,4,0,10,not acept,furnished,584.72,3005.73,43.49,38.52,3672.46
Sao Paulo,141.0,3,2,1,8,acept,furnished,1008.33,5352.75,57.9,68.31,6487.29
Belo Horizonte,90.7,2,1,1,20,not acept,not furnished,188.75,2267.48,39.22,22.78,2518.23
Porto Alegre,32.9,2,3,2,13,not acept,furnished,505.44,2555.76,25.59,30.59,3117.38
Curitiba,88.2,4,4,0,5,not acept,not furnished,464.25,3751.93,50.49,43.69,4310.36
Belo Horizonte,90.4,3,3,1,11,acept,furnished,557.25,3803.41,41.84,55.85,4458.35
Sao Paulo,191.7,4,5,1,2,not acept,not furnished,718.53,5916.82,161.98,30.53,6827.86
Recife,67.6,5,5,1,6,not acept,furnished,424.57,18871.97623633545,38.65,26.25,2862.29
Porto Alegre,27.1,2,3,0,11,acept,not furnished,379.1,2359.23,50.7,13.3,2802.33
Sao Paulo,92.3,3,2,1,14,acept,furnished,870.12,4696.64,96.36,63.49,5726.61
Recife,29.2,3,2,2,22,not acept,not furnished,192.27,1823.25,78.83,13.1,2107.45
Belo Horizonte,61.6,2,1,1,10,not acept,not furnished,162.11,1033.54,17.09,8.18,1220.92
Belo Horizonte,87.4,1,2,2,15,acept,not furnished,440.38,3062.5,91.75,20.49,3615.12
Porto Alegre,56.7,4,5,1,29,not acept,furnished,342.94,2276.23,29.06,24.67,2672.9
Salvador,50.1,3,2,2,24,not acept,not furnished,275.86,2227.41,58.86,30.05,2592.18
Curitiba,89.0,3,4,0,5,acept,not furnished,266.04,3293.74,138.88,28.0,3726.66
Sao Paulo,87.4,3,3,2,4,not acept,not furnished,500.97,3044.28,93.33,16.41,3654.99
Rio de Janeiro,72.7,3,2,1,19,not acept,not furnished,383.36,2313.28,47.06,19.64,2763.34
Fortaleza,44.3,1,1,2,17,acept,furnished,268.28,1454.84,38.28,20.16,1781.56
Sao Paulo,156.7,3,3,1,15,not acept,not furnished,1170.83,5988.81,193.04,67.35,7420.03
Rio de Janeiro,95.1,3,4,1,2,not acept,furnished,357.83,3444.24,159.11,35.33,3996.51
Rio de Janeiro,82.0,4,5,2,9,not acept,not furnished,224.51,2546.21,110.8,16.42,2897.94
Rio de Janeiro,136.9,3,2,1,22,acept,furnished,824.93,4735.86,229.43,50.31,5840.53
Belo Horizonte,25.6,4,5,1,21,not acept,furnished,323.37,1743.78,29.9,14.5,2111.55
Recife,22.9,2,3,2,3,acept,not furnished,148.65,1478.54,26.51,19.9,1673.6
Sao Paulo,114.4,5,5,0,11,not acept,furnished,499.68,5367.86,75.21,51.2,5993.95
Sao Paulo,254.5,4,5,1,12,not acept,furnished,1590.83,8747.8,265.4,84.75,10688.78
Sao Paulo,126.6,3,2,2,14,not acept,not furnished,754.32,3822.64,65.86,51.8,4694.62
Fortaleza,63.4,2,3,2,13,acept,not furnished,58.57,454.24,17.05,4.93,534.79
Curitiba,46.4,2,1,0,14,not acept,not furnished,322.45,1709.79,82.5,9.94,2124.68
Sao Paulo,22.8,3,3,2,24,acept,not furnished,79.26,459.32,15.03,2.96,556.57
Salvador,29.8,3,3,0,10,acept,furnished,121.37,1057.75,40.94,14.16,1234.22
Salvador,18.2,2,2,2,16,not acept,not furnished,137.56,1391.79,25.06,16.82,1571.23
Salvador,38.7,3,2,1,17,not acept,not furnished,123.74,8263.115737655893,51.04,13.19,1384.7
Fortaleza,18.0,3,3,1,29,acept,not furnished,100.62,702.96,31.11,10.06,844.75
Sao Paulo,194.7,1,1,0,19,not acept,furnished,709.98,5560.57,252.36,70.84,6593.75
Porto Alegre,50.4,1,2,2,2,not acept,not furnished,469.24,2405.95,107.37,30.74,3013.3
Rio de Janeiro,76.3,1,1,1,17,not acept,not furnished,343.99,2649.33,59.5,36.25,3089.07
Salvador,62.0,2,2,2,19,acept,not furnished,140.96,1537.93,47.85,16.73,1743.47
Porto Alegre,80.6,2,3,1,0,not acept,not furnished,206.12,2184.85,48.88,27.36,2467.21
Porto Alegre,76.0,4,5,2,0,not acept,furnished,397.16,2104.81,95.0,11.53,2608.5
Curitiba,41.5,2,2,1,0,not acept,furnished,368.28,2590.46,120.03,30.91,3109.68
Sao Paulo,184.0,1,1,2,0,not acept,not furnished,1493.3,7719.18,285.38,105.75,9603.61
Belo Horizonte,28.5,3,3,2,0,not acept,not furnished,278.46,1435.14,26.98,20.56,1761.14
Recife,136.3,5,6,1,29,acept,furnished,773.64,3956.53,57.43,25.2,4812.8
Fortaleza,69.0,2,1,1,4,acept,not furnished,504.23,2645.75,122.17,39.65,3311.8
Sao Paulo,240.7,5,6,2,4,not acept,not furnished,1523.54,8167.12,198.04,92.77,9981.47
Sao Paulo,162.4,1,1,2,26,not acept,furnished,946.32,6125.16,220.42,47.25,7339.15
Sao Paulo,101.0,2,1,1,22,not acept,furnished,820.56,4225.21,180.33,33.17,5259.27
Porto Alegre,64.2,3,3,1,20,acept,furnished,381.36,2173.46,79.87,26.56,2661.25
Salvador,58.7,3,3,2,11,not acept,not furnished,335.69,2075.4,102.83,16.38,2530.3
Sao Paulo,126.9,3,3,2,0,acept,not furnished,1220.69,6517.14,214.89,59.75,8012.47
Belo Horizonte,87.5,4,5,0,25,not acept,not furnished,453.02,2558.9,82.93,34.77,3129.62
Salvador,74.7,2,1,0,26,acept,not furnished,334.55,2660.22,92.19,21.55,3108.51
